Brand,Title,Selling_Price,Price,Discount,image_indices
Roadster,Solid Round Neck T-shirt,454,699,35%,"['1vLdCmbcXQnWVOyHhN1vqayPCoMq5VJTJ', '1foGkhG5sjCX-TzHt7f5mknkDTyHWPlgJ', '1AprXLDFJHCxsnzd1Ai7N5j3tOSD2JTQ8', '1mJZ02s-Tx8bgFFcuEbkenZe4hg-5d72n', '15hKqjiSYEyxk7F6YK9zSh63Ynbsz7z7-', '10FuRshOnesU1NbhBcLInCgqqGWdRViO_', '1qUME1eWHahWRui40QYQWV-WezqTBoNeB']"
Campus Sutra,Colourblocked Round Neck T-shirt,269,899,70%,"['1OPKHbluFeGdtUFW3Mm3RE6-nGdmmfO-1', '13wUlW8ybakDv9bjbqkojmDOB24k3jPVQ', '1YuFTfU4gbkUvfTVwFLBgdUcjx6-bjAp9', '19LM7GJpuAy1gUAlrYSPtwsNM-H_0I3Vk', '1LWfF72WtNOxHe57oBn41gbshB8BEm6q9', '11x2iaWztmqJ3qh4PIDdUY1thyrB3m4fN']"
HRX by Hrithik Roshan,Seamless RapidDry Yoga T-shirt,1199,1999,40%,"['1msnMedl41-qE3SCLcC9abCowTBM-IUVC', '1GZUnRrSE5M80utMGmLDsfhntlSlPpX2t', '10j_mtqcB5heXwnZ_NrF7sNpD8fe2bvMG', '1vgKd64j8pYhIbDKz4kIuJJOWpM57E57-', '13tYZxeNAIltIpxe4HL1QobKmCwogUx2T', '1S8gJgLelS_d7A8klbN0-3-1hcELNRkWy', '1uJeWMxw90RyHd1fpKXZIETuPtxb-pz35', '1Ck2sxxIqfKfU5v5iAGfVVO0iLWeZYwdi']"
Jack & Jones,Printed Slim Fit T-shirt,824,1499,45%,"['1HdyxCtIUJbfGGGWe0KJTDWFiCSAuf3Nn', '1UIlWGaK-khXx7aR883ZYC9Q_2UFFBVcd', '1MbXnft2VJaeUB0BZ2UVaNCTwGzBB9UJA', '1hXrQo6N1jVHR9yFq4mAU9U4EBAluMt1t', '1vCwxpG8vLwOsUanPFE6p08t4ZRNorCE3', '1Im61BPn38ZTsNsAqZopw3Y1chQVpLrJi', '1OELvxxqPYrxRBGoh_vyo-Rg6PC3eonrn', '1HOh-JlKbz0QQozdX2OekiljQZUrzKRaz']"
Roadster,Printed Round Neck T-shirt,699,699,0%,"['1CSnqeb3Ur01_mLJD-ydgn_WcTqw80bfN', '1WOsh_R28Aimh9gC0sgLG8xFSZaIKlJk8', '1RAeizc2pbsDPG4ec0H7CkFIhKi8amFdU', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1MabyHRhpByLcwOFBvj2r0jblykJGE3pG', '1UCfLalO_CQXCQ-jMQes2nm82MyyT2Rj6', '1hPn9odvxCRXklea7w6jRsALdVEpQv0oX', '1-kzG_LlwYxnAKvI9cHmfVNwy_czrHX1F']"
GIORDANO,Slim Fit Polo Collar T-shirt,1999,1999,0%,"['1lC7dqB83KfLq_XBrSlVmnYWuPHBIiryD', '1hB3_NFf9g8f1na9HRS1PZhliUTknhSpS', '13SQ8V0GI5-c_mZxm4Ktq5t7wdZW0YcnI', '1QJUmu79atSI8DDs_f99wZzTVfYSc352a', '1iV3EWnX6mgBt9peyDZ7G2LtouD7GekCj', '1Z2kCfbjz52XJLMAwlvgY-ey51XE25EPY']"
GAP,Striped Polo Collar T-shirt,1999,1999,0%,"['1EOQE2z42kev3bRKGvqSWEkRnSeM0du8P', '1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '1G40Ony2HTmLoOjMKVcOZkPSDFBPwBoJy', '1R5yNBZwzYvDMvnQzHswsBtYb1ZkDku6C', '1iI72L0yU5U7cCmb9ggrbm2bdc5pYVIxM', '1qIC2LVPAU8cPoevjOeoY4Q0ljXW1fGRb', '1DfPbJ_ARqfRJIyYt3VoXbsGT4XC1FZKF']"
Tommy Hilfiger,Printed Round Neck T-shirt,1689,2599,35%,"['1nzmrK1ldYjoDK4jE107xLdtRkEQgRjNo', '1BFo9CiU5xcMa9zULnLLpeP3C28TWcgNw', '1MH6sLCriGWBekt-yoRU5G6U72KycF_Ss', '1EFxx5BCD5hV6USXtXDI1K-2DvVYLscIu', '14bByq7qOV6NuNlKfPk0k3I8bPLo_RsvV', '1yQ-FpW9C3P-qTPhi_ljS9mhf2zGEc861', '14RxGWA-PEngDS0QnzkJ6XxU6PjTqrxEH']"
Roadster,Striped Round Neck T-shirt,799,799,0%,"['1DfPbJ_ARqfRJIyYt3VoXbsGT4XC1FZKF', '1IFZb2_lkjVrQ8KCqcrFhAYOaxQYgOEmY', '1QXl-fDXIO3RS3G7RNyLZIUqZxMs_YL8K', '11ZoFCbL_tPTMMnlF2lrTR-_L0UOzoXdS', '1E6Hpevh92q1UE2-yPyX9lRl_7AlKxwZk', '1KQpbdBDmaNRDdpOSMfbqLv9NN3jgod8Z']"
Puma,Heather Cat DryCell T-shirt,1439,1799,20%,"['1H3pZzAvkTRdx9z2UmjBv6vSZ7IrNjg7_', '1v_wpn79n85bFqRUYQNt-uvgJHrVT32W8', '1Jombwc5hh5DPwNfEGL88rZUmVrGNlq4e', '1RryHa0f7UFcYQJX8qTUEc_6cQC3XOCVZ', '14RxGWA-PEngDS0QnzkJ6XxU6PjTqrxEH', '1YuFTfU4gbkUvfTVwFLBgdUcjx6-bjAp9', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I']"
H&M,Men Premium Cotton T-Shirt,1999,1999,0%,"['13V6_xfqCszoHeliaXbjmsVRSjqzD1-na', '1fOhJotmA-giYmbAM7xlt8hR7wwIOuoZq', '1thi6qZlHouvGgDo8JypdA2UC4pbaGb5h', '10nMXDKZRZGwjyK31k_gvZnfWl9T3kYP5', '1ew847AXoFuwjzMCa9BBs5QtDc3VgV7x5', '1UWsCqd8XxBXS-tUUqCSPDG1MbbkvJUc4', '1DUQRlyIxRA50-tc0_dSGOA_8CppHJuvX', '1hrj7awA-bvVjKKeTO9SprcgemT3sn9s5']"
H&M,Solid Slub Jersey T-shirt,799,799,0%,"['17Hcu56BB8b-WcvGJiir46g5xRdAE2YQx', '1lQkBDYub_Ho7teXcV-M00H62l9fHMmO8', '1Q9KPLfALvmlTEbASxg-DH7tOfC2DY7yX', '1FYHOjVALTUK19aQ_y4U0b8lMDjK8vXPm', '1Ogge6S89ccf69dbeYi1j4ZIOsLYbCj4L', '1EO0Nbtg_H5-eQk3s_VPj2s97mwPe7BCD', '1StX142BXDRONwOeqGn7Ft29Z0y1W2kfx', '1bXStTCkJNnFjmjPLC1I4428z9GRzEUk3']"
ADIDAS Originals,Men Self Design PT3 T-shirt,2249,2999,25%,"['1HtpCfRPNgKnaZLP4r49tQ6DeJHur3rgk', '1cjGZIm6rfyIDBoUWBPbouzvoB4N6i-Sq', '1tdhhBvplp5RPJJjvHnkjvQZysCFo1V_g', '1ULccwi6HIsr8bwnWTVW6WKFBi0q5YHO2', '1zMLG-nD40_wxJtHJAZtpxFeHpyDHKicH', '1SdhOmoL4xg5BGZ_u4seWzHGDHSML-4t8']"
Jack & Jones,Printed Round Neck T-shirt,1349,1499,10%,"['1UIlWGaK-khXx7aR883ZYC9Q_2UFFBVcd', '1By5tSziUfkGBr6GzHjmmabnUtwQ10fB-', '1PQJ2WBiKk0czVcJrOOYrLAEiVT6U-NgM', '1h1WtPbCt5h7z6uOPk_7b9F1ftwojyfLw', '1HK8uJgVcFPQb7CUpvA-9FLogAGObGpZ-']"
RAMRAJ COTTON,Solid Polo Collar T-shirt,515,515,0%,"['1Q1I4WGIUNgw8QMEMbRfcoKQcFb22ALHL', '1qJGLyO1euMgTDo4llgT8KiPFf_LHZuu1', '1HmeqpDE4ofuqQMApEG64KrXUzx--5dJE', '1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '1tXZCIhoE0JK2ycU76rFHiirmsP0pRMSS', '1BgwVmal7SO5rg-FmatIWm4KokKjt3xyd', '1osKfRL8FZq6b8d_yqXEq91YFxycZQOkm']"
UNDER ARMOUR,Streaker 2.0 V-Neck T-shirt,1999,2499,20%,"['1hMn9KpqTqhOxjOH5AEY7DHgJto7ZGMK-', '1v_wpn79n85bFqRUYQNt-uvgJHrVT32W8', '1kGRaXginhCfcoISYzrpMYK7Hfbj_kAwD', '1L0qnbFRJI2NJls-dWZxe2vCZd9gSQO-r', '1LW0OkwrhDRRGOE7SRcfLkMDHtfTdaHI3', '1A8ksMD13PoCwcFWBmYyOWfdMj1R-OUbi', '1Qf4n2w1IS1CIlpG3AXjwc8xlZeKte5W0']"
Aeropostale,Solid Polo Collar T-shirt,1199,1999,40%,"['1afYgHdYPKkdWBIXpx771skegvEPVZ14H', '1ZMCTm1Ua1m2ES8LSIrJSNKf2oHMe-iID', '1g8-NbFSuycJLLXxWxl1NheeQWb8EnqQG', '1MbY2kL-I_5_laMZp94kZImJokt0qAn66', '1rtFRlGxwD08vZd2k1CbIdNE6ucgMAHcy', '1IM-OJZgeVQZ9_QRea4M0xMAAeuQ-yAa2', '1Md7ZH-9acrZ4WdlXUqUhqV2eo5is1DsQ', '1-xKZVMxzb2nZZWOTOBhFE8YajSef0WZE']"
Roadster,Striped Mandarin Collar T-shirt,359,899,60%,"['1lTv6Vi5EkS5R6s0QxFoHWEYwalIWnS5Y', '1mJZ02s-Tx8bgFFcuEbkenZe4hg-5d72n', '1vLHPMnwfDidye74_FsaAOGR384lZ6VNe', '136jQXwrdrb5ocFd7IFXuz7HcV1pStTFs', '1zUYZU6BeayUAbCjh1G0i3rIghlycDIwV', '131DOH1FP1ss38LYhfz1gbt7RPGj5ZMPv', '104iQw16JM_yUdVQDBP2Bipt_chVi5pjK']"
Jack & Jones,Men Striped Round Neck T-shirt,1099,1999,45%,"['1S8gJgLelS_d7A8klbN0-3-1hcELNRkWy', '1niKtnJPHvDdS6Yb7fpmEmzp9ATEGyaid', '1zLzqEjo3bcZuP8lUiMQNeEDJ0WJWWfPN', '1ZMCTm1Ua1m2ES8LSIrJSNKf2oHMe-iID', '17vGPU6kJqS7sqBf0_ylWpqTMF1rFcf6X']"
Jack & Jones,Solid Polo Collar T-shirt,714,1299,45%,"['1U1yZMZwjqEcdH1SbQOvArxmcZ5Diuf7r', '1UJnBIGquOzGG4FsqdfdbpcLCEPLfoRFu', '1Km2X-G56rUPHZmnw2zvEAqR_j_oEsly_', '1qIC2LVPAU8cPoevjOeoY4Q0ljXW1fGRb', '1ne4HXqMiSl7ivZO7rn4xJLbILc4Yrwnz']"
UCLA,Men Solid Running T-shirt,699,999,30%,"['1WHy_wn3GgMU1Hxh0DKu1Dy1Z3D1-E7CA', '1lef0AiRV3uIm5H_SfM9-1UUhNQqwlTl1', '1qzOPWHsagfKt9Cpp8KjJErmNuf3CqkPi', '170eoN-1ZHSe3RhlFBgjty3VD3m6yPiMy', '1ULccwi6HIsr8bwnWTVW6WKFBi0q5YHO2', '1ENxIhyDaCk_BC8Wk6TJrkqeM2Sw-lsMy', '1tGXYLZxPxXz98q02elBgN74YRhYY0FWP', '1cv-bwqN1fiUKvtd5dN_rxYOCsD9bPy6e']"
Nike,SS PX Dri-Fit Training T-shirt,1996,2495,20%,"['1I80iu8eKxoSAzyDUSUPUtBGhuKSXSsfE', '1gQmQdrcvdDbxmCKyokPQ-dCCe9Y8SVg7', '1xMzmfwkTuAjRCIoMJ2XxA6Z4S5luE8C-', '1SsEmqzEWCJfo_TCzZTZMKAOgtnXo0SSe', '14FUZXljEQKoTDgQFNKiG--3lH_3MlEx3', '1iPfeAFcaqNBoRX6s3FAPwKl8-_E8gPCW', '1MqDs5Yz4xEoi0Px78IZfpzUBqUazd2ze', '14RxGWA-PEngDS0QnzkJ6XxU6PjTqrxEH']"
Mr Bowerbird,Solid Tailored Fit T-shirt,899,1799,50%,"['1C8XXELXdMKeoiMM95kF9Nvc-GyzEZ_Hq', '1X8gBKQOplVxjxXsN2eILHRZ3XTmhsvBu', '11x2iaWztmqJ3qh4PIDdUY1thyrB3m4fN', '1U5lb4m8bX5ZwJJG84toxQVh-d5DyYfnS', '15hKqjiSYEyxk7F6YK9zSh63Ynbsz7z7-', '1eMR7fn5qhOTqMEkB61Y1q-_R42DAy_wj', '170R07jYE1BwxPdIDswkwdoksszvFSQOG', '15dTFssciTByO6DyJI_rszUBsGFf5dGCE']"
Flying Machine,Colourblocked Polo Collar T-shirt,699,1399,50%,"['1XYHWq_anJNmrgUTMQgI8uV1W18JIxFIH', '1UIlWGaK-khXx7aR883ZYC9Q_2UFFBVcd', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp', '1PY32YHe-iBADjDzSg0eJKGw9_XZ8NzrW', '1Ck2sxxIqfKfU5v5iAGfVVO0iLWeZYwdi']"
Mast & Harbour,Men Striped Round Neck T-shirt,359,799,55%,"['1Im61BPn38ZTsNsAqZopw3Y1chQVpLrJi', '122USp5LQQCT0zn8AERStSuFJMKbSAdxA', '1Devo_L8ywhjhbjDHb7nebWz98urUtjxn', '1_EFO87in4t9Hk_mkBzXNgcqeAyHpqcTT', '1Cq2WrMU4DEM6i3vFqyEask-zbD4EM6PI', '1vmSwAK_jIKchb21qZQPa7VM1xNXdHqEh', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '1ob0W55V7lC5o64raZBqNgc8jva9taC29']"
Nike,AS NK Dri-Fit Running T-shirt,1356,1695,20%,"['1bXStTCkJNnFjmjPLC1I4428z9GRzEUk3', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89', '17nO1ktPuZgDyDJE1FOxdDOrAoBkQRrT_', '1IM-OJZgeVQZ9_QRea4M0xMAAeuQ-yAa2']"
HRX by Hrithik Roshan,Men Solid Training T-shirts,454,1299,65%,"['1vM3TXHZqE8pbz57vni9QZcMMBmVvJDMt', '1w1q-gxkMlMyknTjUB7YQPgnAc9tmWiX5', '1nJumMQLRmWf7hJN6GMC4wy0IWzm4AaoN', '1hB3_NFf9g8f1na9HRS1PZhliUTknhSpS', '1OELvxxqPYrxRBGoh_vyo-Rg6PC3eonrn', '18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9']"
Celio,Solid Mandarin Collar T-shirt,949,1899,50%,"['1WaAYMmqIy47ftPLtvNw0IYm4X-FzkDSQ', '1brhnZ7q3LoddyygqppApg8E7vd_BBSRe', '1b9zzitv2sDJD1MzIEV9w1dE1vrceMDgd', '11YwMRORVKkIwpqpEKZa3XuGdmqP0SWFE', '1Jwyrjnehg1h9QwOxsiu68vL02FApz24l', '1V3q7ntdmL4u90kkfSX366ZVWAhag9vt3', '1qyEoUdPyKvWtB7twLkVWHfUqEn8dir-G', '1RryHa0f7UFcYQJX8qTUEc_6cQC3XOCVZ']"
Moda Rapido,Colourblocked Applique T-shirt,449,999,55%,"['1ne4HXqMiSl7ivZO7rn4xJLbILc4Yrwnz', '1ys3Rb6AspO9jZwfLqnnqtVVn1U8TVcOu', '1klerDRv3LINy_61atJeMGTryYlFu9c5x', '1XdP_WzbVCAVWb6g7OylOOLX8zqPDbfpy', '1-c6bt4DzR7f529mVsXcnr8flDzWhxh5j', '1skIrz9FUQn8MnB1gbRgMZsKm2wOL51-w', '1brhnZ7q3LoddyygqppApg8E7vd_BBSRe']"
H&M,Round-Neck T-shirt Regular Fit,399,399,0%,"['11RsYL-0lqbaVrGzfBJgnVrvfQUwwU7xN', '1MH6sLCriGWBekt-yoRU5G6U72KycF_Ss', '1kGRaXginhCfcoISYzrpMYK7Hfbj_kAwD', '1SkiV19VTR2gdhhvGgvOuYvMcXGlMxBvr', '1n-qPRm7qfdLQDybQdgPTBQEOwFfDZC1s', '1DUQRlyIxRA50-tc0_dSGOA_8CppHJuvX']"
Chkokko,Solid Round Neck T-shirt,384,699,45%,"['1UWsCqd8XxBXS-tUUqCSPDG1MbbkvJUc4', '1MQd1IX21NwGbD0Hyuu5hl4NrmJJ4FkBp', '1-kzG_LlwYxnAKvI9cHmfVNwy_czrHX1F', '19LM7GJpuAy1gUAlrYSPtwsNM-H_0I3Vk', '1AjMruQPcu8Qr7ztHGIUpT0EEEFSqWX_0', '1Q1I4WGIUNgw8QMEMbRfcoKQcFb22ALHL']"
United Colors of Benetton,Printed Round Neck T-shirt,699,999,30%,"['131DOH1FP1ss38LYhfz1gbt7RPGj5ZMPv', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1Jje2TMAj-Uz76XexOyYkMiiSDFTvaqlc', '1msnMedl41-qE3SCLcC9abCowTBM-IUVC', '1VFtDzcwf7zBAbka3M230dwF6Y_JAvzin']"
ADIDAS Originals,Tshirts,2249,2999,25%,"['1SsEmqzEWCJfo_TCzZTZMKAOgtnXo0SSe', '1v_wpn79n85bFqRUYQNt-uvgJHrVT32W8', '1b1rPLmuVh3TyqyKtwKecl6TUvhkIBAqA', '1Im61BPn38ZTsNsAqZopw3Y1chQVpLrJi', '1LRgDbcxtlxXIp_IsDCgyz0YGqrgFN4Wq', '13wUlW8ybakDv9bjbqkojmDOB24k3jPVQ', '1klerDRv3LINy_61atJeMGTryYlFu9c5x', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp']"
Jack & Jones,Printed Round Neck T-shirt,604,1099,45%,"['1LW0OkwrhDRRGOE7SRcfLkMDHtfTdaHI3', '1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1oPyUhuEl4-uInCoyqns-OSQ4SITD1oTF', '1wdI5OxBrAy-IccfTAV9n_4hX4rWcO00m']"
GAP,Men Ringer Crewneck T-Shirt,1049,1499,30%,"['11vUTAMCWtnbYdPljrz3fLtQt6uuv2eES', '1QXl-fDXIO3RS3G7RNyLZIUqZxMs_YL8K', '1e5IM_wQ0hS0UJNLYy7BDi-7g59OvzUnM', '1gO6I8aaEjD0xACDZvSHNh4DfemTNqtus']"
Ducati,Printed Polo Collar T-shirt,1124,1499,25%,"['1FP-_3DU-v4D-LuL7kcTZMxFaK5UwcNFH', '1TIEGQeDHFVTK_P7s_GAxfLAWZr-bcZyV', '1lwIxPhCU3eTP2jbkqfxHo6a5pu3sR4Z1', '13tWrnMSL2pPTrziG2GjKKZeLDn9NX_SL', '1N8CiHgUmkSs8kNaYXHJpqzVykTgdwWy9', '1kJhtpJrcFB88k7u90u4yFOh6WAQ_IC_N']"
Moda Rapido,Striped Polo Collar T-shirt,999,999,0%,"['19DXktJ2O8DYmScb-v2QGMj4HpAZ6gO18', '1hB3_NFf9g8f1na9HRS1PZhliUTknhSpS', '1Km2X-G56rUPHZmnw2zvEAqR_j_oEsly_', '12oqT8hiLlUVDy_sQJ6mSdalUb6lIZ3vO', '1s6xYTYgm7-qVTtaZ93IFQLU6V1zcRIL7', '1NixuimXup5E_uDla2h8gq66vBAtyjWH0', '1nl-8PTxXpFon0DKkGXhERjo_TYDHEKXE', '1lubDABZiToO7lbJnsGiZBr01GJWCzqGx']"
Puma,Printed Logo Split T-shirt,779,1299,40%,"['1Dl6wEJ9vnaAp_ahzmBvtf-3mirvNA2bp', '17Hcu56BB8b-WcvGJiir46g5xRdAE2YQx', '1b4IaWB7eJ-HU6dP09d3EELj6IQ4X7sUt', '1hS3yx4PsXsk-_QSNS7-kwdOrZwGk9tbh', '1Dl6wEJ9vnaAp_ahzmBvtf-3mirvNA2bp', '1B7lBYP3Ty_UBT6wiph9rQBsw9ljAS6C1']"
WROGN,Solid Polo Collar Blue T-shirt,974,1499,35%,"['1voTfhlwM_tTnj5frEs8TPKOg8kVxJagE', '1vgKd64j8pYhIbDKz4kIuJJOWpM57E57-', '1nzomkTXze2yL5RPw8vATFmOCN8daTAbW', '1h1WtPbCt5h7z6uOPk_7b9F1ftwojyfLw', '1LJz8zyiGy87bGud0htEOU6o9pQeoxzXw', '1E6Hpevh92q1UE2-yPyX9lRl_7AlKxwZk']"
Puma,Round Neck T-Shirt,3249,4999,35%,"['1oFo-c8T-yl0XjkIZh_GAEPpmVdNNv4Ea', '1KxcPGnHkttxit9WaJy5KWgBgssnfDBll', '1gu2iKkkgZf1RxNt_LRcyn87TJALNTaUa', '18gGVULl--frIjP3Z_eoe-6MQxOeR2-Ek', '1voTfhlwM_tTnj5frEs8TPKOg8kVxJagE', '1Ogge6S89ccf69dbeYi1j4ZIOsLYbCj4L', '1seem6OJbvcaJQ1UcoKgLV-adYKZwZ_00', '1tdhhBvplp5RPJJjvHnkjvQZysCFo1V_g']"
Kappa,Polo T-shirt,699,699,0%,"['1YIttdbBZt7ei4xZLJ-C_P25zGoX5xuFk', '1FhewuJqUeKL0P2udfguc2WpQTWbJNfUN', '1s81uI78gRSDPaJlGlJJO5MM_Nxn5WVv1', '1dYvyPAASq7btGAy_o92SyCIEPKEKCb1D', '1XB9nHa0t2AxSpM-1czqi8YWjl_neePT6']"
Moda Rapido,Printed Polo Collar T-shirt,499,999,50%,"['1kj2U5qSGO--XgRxfH9vlD3GbFrvNV1Xu', '1HK8uJgVcFPQb7CUpvA-9FLogAGObGpZ-', '1UaAZvdmSHlzmwfs-QT5XHfwRoOPX-SAP', '1iP8MP3dyw35RnjiUcVobFVnG-PDksUWw']"
WROGN,Men Dyed Round Neck T-shirt,649,999,35%,"['1rttWfpDhi6UD92SLdPGAreRqsYk6yOJu', '1gQmQdrcvdDbxmCKyokPQ-dCCe9Y8SVg7', '1aEqqgVjwNDWlJsDwGPsiVkyquHlWf3IZ', '18Z-IYZbfyVRQt0TPu2QRXbcwmx0ySiTv']"
Ecko Unltd,Printed Round Neck T-shirt,369,499,26%,"['1Ae_edwlg47oJL6yHBn2rHPPZfWSGp6au', '1YUJRbM7G9o6sFPFs10ZGgyRT3OcNRHwI', '1TFdRtr_wfKR98pEt8UvR6FlxLOdCVF4v', '1eMR7fn5qhOTqMEkB61Y1q-_R42DAy_wj', '1A6b3KiNzmTBDz0e3HMud0SBJ8z37Mp68']"
Kook N Keech,Self Design Round Neck T-shirt,399,999,60%,"['18MrHrKkjCn6c1HrvHk_G0wGB-W36qIRj', '1cc5gaMBpK1zI4g3tVkOCKSe8Ny03-zaK', '18FaywfJZYD4p39ddWh58OgCM4nYCzma9', '1gQmQdrcvdDbxmCKyokPQ-dCCe9Y8SVg7', '1d__y6RebIatDstC7Zaw5wEznb0c-O9W2', '1SsEmqzEWCJfo_TCzZTZMKAOgtnXo0SSe']"
H&M,Long T-shirt,699,699,0%,"['1KPX5czNmOtUCnguFPcVJi3wgwQSdqHJd', '1_SQ46yjs2we4UGYy8A9aJiMcsBUuiGsi', '1SF_M6Ut2zAxcvxh_ORC9YVqcgTwcWy3G', '1R4h5KG82SMh0s9HmTqKFa8omiDHDskME']"
Roadster,Striped Polo Collar T-shirt,1099,1099,0%,"['1DAys7W33oanZlFZ9y5U0rpJuKRIDZeh1', '1iEZbM2lAp_2IOaht7Zz08imaBH9woe9s', '1kJhtpJrcFB88k7u90u4yFOh6WAQ_IC_N', '1twIt8S1a83L8hdqdl3q2HHwNBom6Nz_g', '1MY69i3pIFK--SQ21C5tmYnYBfs274vut', '1oeDaM51JR9GtgJCtrXaVWUhyzxpC09YB', '1WIPm1XZHaDtwn-VHq4q08o9SrMNooPL9']"
Rigo,Striped T-shirt,499,999,50%,"['1WHy_wn3GgMU1Hxh0DKu1Dy1Z3D1-E7CA', '13Rzf5Q8TyV1X3uMp2GLX8cjXjQoiRO08', '1gof8IM3zdgv3aHPPvZ1Y3IUUdJ_oxjZZ', '1b9zzitv2sDJD1MzIEV9w1dE1vrceMDgd', '1UkaIzxOfMjJEx7vNgS2txL8k0zkyCp18', '1UWsCqd8XxBXS-tUUqCSPDG1MbbkvJUc4']"
Moda Rapido,Printed Round Neck T-shirt,389,599,35%,"['1vmSwAK_jIKchb21qZQPa7VM1xNXdHqEh', '1cbgIMTjzK78Q7cBmiTB0A14kteMoJFyw', '1o_Z6Uxrixyx9TOd2oD5Age9Ptz6pOi9B', '1HA1AJFAEp0LtmgKBG1pgj7EAXrgIstjL', '1wafzhWM7eZeJXxoC8TZioNQNiwtKhUWz', '1HMXN7VVLw6U3Z49rFj0YcpCBt4K-FuWU']"
H&M,V-neck T-shirt Slim Fit,699,699,0%,"['1-MEHMZw7myTYuGviyyQj4sgv0_hcv2R9', '1MMggOSySCD0fDf7VIbqkeq4Ch2Qaj-JZ', '1Fgz2B8_JANbWAVx4HU2dNh7FDMTw-owJ', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89', '1nJumMQLRmWf7hJN6GMC4wy0IWzm4AaoN', '1WHy_wn3GgMU1Hxh0DKu1Dy1Z3D1-E7CA', '1VABRFzRaxgyGhaut3-cgntVwR5el6uSI', '1kGRaXginhCfcoISYzrpMYK7Hfbj_kAwD']"
Ecko Unltd,Colourblocked Round Neck T-shirt,369,499,26%,"['1Ks4MgMCxYwyYDg49pLD0nkZR00uky_wC', '1nl-8PTxXpFon0DKkGXhERjo_TYDHEKXE', '1IZUSHdocv3dqtXIEbYWrUHqbGXAaY6P5', '1UAaS9w7S91uFfYF7H1hmPS7tzyKvGfK5', '1T6bbm97-oJNH_skbfrqiE_YC1vDZnZCf', '1S3ATqfPKBW-y4kUshtdBGNgu1dWzaqRH']"
Chkokko,Solid Polo Collar T-shirt,681,1049,35%,"['1SsEmqzEWCJfo_TCzZTZMKAOgtnXo0SSe', '1xMzmfwkTuAjRCIoMJ2XxA6Z4S5luE8C-', '1xDRJS-66ZDZQLV9zPNEk0GyuQ8rSJg2x', '1bXStTCkJNnFjmjPLC1I4428z9GRzEUk3', '1uDQ3KG9ss5zjI8EcMp1B18kh7am29rZ6', '18gGVULl--frIjP3Z_eoe-6MQxOeR2-Ek', '1DmGfGp6xSYFt4o3IK_qBl7WXKBgKK6sR']"
Puma,Slim Fit CUP Drycell T-shirt,1959,2799,30%,"['1lTv6Vi5EkS5R6s0QxFoHWEYwalIWnS5Y', '1DmGfGp6xSYFt4o3IK_qBl7WXKBgKK6sR', '1rDqrnuMRLmXPIXSemGLW8654yqBTBLKf', '1_lC_TeIt9cYcXHI5epmDaoMaPJVXbUsr']"
Jack & Jones,Printed Slim Fit T-shirt,824,1499,45%,"['1AqTIJ-KMQrUPMxhwzUpeoew8TjTMrmU7', '1HNrntXblGFU5nXbjc_tXDwH-geFvFCDy', '1ZNBYlqgMXfXBZxozioNAP02T38VvUc7s', '1SkiV19VTR2gdhhvGgvOuYvMcXGlMxBvr', '1cbgIMTjzK78Q7cBmiTB0A14kteMoJFyw', '13wkiWY6Ol2r3BiEwlLh8-CeP_M_KHE3v', '1UgYg-HKFgMI8MvLXlS3SgYF_gkDR5oNq', '1D8wbNoL36bZbk833tdnm62ayz6UxwQMs']"
Bushirt,Solid Round Neck T-shirt,349,999,65%,"['1dr7U9HQHljBh9ENaXuLkh3yMEc1yxam1', '1eMR7fn5qhOTqMEkB61Y1q-_R42DAy_wj', '1GitudrSAvY5AAYkGqmq2kE4MNdn7OE1K', '1xTDXG9a3OsUOsxzUjWij2HOwX8-UlM_x', '1yLLZct6Bi3l-lNqyo9JwMnHwUgKIaZ2M']"
United Colors of Benetton,Striped Polo Collar T-shirt,1319,2399,45%,"['1X55DPIYo0MlsUG04r44lnwb4PSkSB3CX', '1CyVYALt2CJXpGns8CdFk3zU6gxOPqiKs', '1HOh-JlKbz0QQozdX2OekiljQZUrzKRaz', '1W2tJAI8sNm3OM4GbJCrezKjyuyWZzSi4']"
Chkokko,Men Solid Polo Collar T-shirt,681,1049,35%,"['1Z5BTysXu2_kSQog_uByQOrytApIq2hmZ', '1WmmCYZaymlgjVyQ-xHy0qAHlUPiFgaBT', '1UCfLalO_CQXCQ-jMQes2nm82MyyT2Rj6', '1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1KjKbuqXroFoMfl-0t_MnHgydAPtoQaZW', '1xTDXG9a3OsUOsxzUjWij2HOwX8-UlM_x']"
